day,hour,station,avgStatN,avgStatS
4,5,0,1.04,1.04
4,5,1,1.04,1.02
4,5,2,1.08,1.04
4,5,3,1,1.04
4,5,4,1.08,1.03
4,5,5,1.18,1.26
4,5,6,1.1,1.28
4,5,7,1.08,1.1
4,5,8,1.21,1
4,5,9,1.03,1.14
4,5,10,1.48,1.43
4,5,11,1.05,1.05
4,5,12,1.05,1.07
4,5,13,1.04,1
4,5,14,1,1
4,5,15,1.08,1.23
4,5,16,1.28,1.24
4,5,17,1.08,1.13
4,5,18,1.02,1.18
