day,hour,station,avgStatN,avgStatS
2,4,0,1.13043,1
2,4,1,1.04348,1
2,4,2,1.04348,1.04348
2,4,3,1,1.04348
2,4,4,1.13043,1.17391
2,4,5,1.34783,1.47826
2,4,6,1.08696,1.30435
2,4,7,1.04348,1.08696
2,4,8,1.13043,1
2,4,9,1.08696,1
2,4,10,1.6087,1.56522
2,4,11,1.08696,1.13043
2,4,12,1.15217,1.06522
2,4,13,1.13043,1
2,4,14,1,1.04348
2,4,15,1.06522,1.19565
2,4,16,1.5,1.47826
2,4,17,1.04348,1.13043
2,4,18,1.17391,1.13043
