day,hour,station,avgStatN,avgStatS
3,6,1,1.84783,1
3,6,2,2.04348,1.26087
3,6,3,2.18478,1.16483
3,6,3,2.18478,1.16483
3,6,4,2.36957,1.63043
3,6,5,2.43478,2.45652
3,6,6,1.6087,2.28261
3,6,7,1.25,1.97826
3,6,8,1.19565,1.02174
3,6,9,1.11957,1.16304
3,6,10,1.88043,1.58696
3,6,11,1.66304,1.38043
3,6,12,1.58696,1.26087
3,6,13,1.21739,1.01087
3,6,14,1.8587,1
3,6,15,2.07609,1.33696
3,6,16,2.23913,1.76087
3,6,17,1.6087,1.31522
3,6,18,1.23913,1.18478
