day,hour,station,avgStatN,avgStatS
1,5,0,1.18182,1.04545
1,5,1,1,1
1,5,2,1.09091,1.09091
1,5,3,1.04545,1.13636
1,5,4,1.01136,1.01136
1,5,5,1.43182,1.40909
1,5,6,1.15909,1.18182
1,5,7,1.06818,1.06818
1,5,8,1.15909,1
1,5,9,1.03409,1.09091
1,5,10,1.69318,1.55682
1,5,11,1.21591,1.18182
1,5,12,1.20455,1.09091
1,5,13,1.06818,1.06818
1,5,14,1.06818,1
1,5,15,1.35227,1.27273
1,5,16,1.72727,1.63636
1,5,17,1.09091,1.04545
1,5,18,1.17045,1
