day,hour,station,avgStatN,avgStatS
5,0,0,1.16,1.08
5,0,1,1.04,1
5,0,2,1.08,1.17
5,0,3,1.04,1.04
5,0,4,1.28,1.22
5,0,5,1.71,1.91
5,0,6,1.41,1.74
5,0,7,1,1.35
5,0,8,1.23,1.08
5,0,9,1.06,1.11
5,0,10,1.73,1.76
5,0,11,1.49,1.35
5,0,12,1.32,1.15
5,0,13,1.08,1
5,0,14,1.12,1.1
5,0,15,1.33,1.45
5,0,16,1.76,1.91
5,0,17,1.18,1.66
5,0,18,1.09,1.58
