day,hour,station,avgStatN,avgStatS
5,15,0,1.38947,1.12632
5,15,1,1.62105,1.0421
5,15,2,1.93684,1.27368
5,15,3,2.1579,1.09474
5,15,4,2.57895,2
5,15,5,2.65263,2.75789
5,15,6,1.51579,2.68421
5,15,7,1.62105,2.54737
5,15,8,1.47368,1.25263
5,15,9,1.48421,1.29474
5,15,10,2.26316,2.35789
5,15,11,2.27368,2.14737
5,15,12,1.93684,2.18947
5,15,13,1.71579,1.6421
5,15,14,2.28421,1.48421
5,15,15,2.28421,2.03158
5,15,16,2.45263,2.57895
5,15,17,1.44211,2.45263
5,15,18,1.24211,2.35789
