day,hour,station,avgStatN,avgStatS
5,2,0,1.16,1.08
5,2,1,1.04,1
5,2,2,1.04,1.12
5,2,3,1,1.04
5,2,4,1.11,1.1
5,2,5,1.39,1.52
5,2,6,1.1875,1.23
5,2,7,1.08,1.08
5,2,8,1.16,1.06
5,2,9,1.09,1.06
5,2,10,1.6,1.6
5,2,11,1.24,1.21
5,2,12,1.09,1.08
5,2,13,1.16,1.08
5,2,14,1.12,1.08
5,2,15,1.2,1.25
5,2,16,1.49,1.46
5,2,17,1.13,1.32
5,2,18,1.08,1.24
