day,hour,station,avgStatN,avgStatS
3,13,1,1.32967,1
3,13,2,1.84615,1.34066
3,13,3,1.74725,1.1978
3,13,3,1.74725,1.1978
3,13,4,2.13187,1.6044
3,13,5,2.27472,2.62637
3,13,6,1.36264,2.57143
3,13,7,1.1978,2.38461
3,13,8,1.24176,1.32967
3,13,9,1.31868,1.23077
3,13,10,2.26374,2.26374
3,13,11,2.35165,2.31868
3,13,12,1.65934,1.96703
3,13,13,1.46154,1.32967
3,13,14,2.30769,1.26374
3,13,15,2.47253,1.68132
3,13,16,2.59341,2.65934
3,13,17,1.32967,2.47253
3,13,18,1.1978,2.18681
