day,hour,station,avgStatN,avgStatS
5,19,0,1.3,1.2
5,19,1,1.46,1.13
5,19,2,1.77,1.28
5,19,3,2.2,1.08
5,19,4,2.62,1.85
5,19,5,2.7,2.68
5,19,6,1.63,2.57
5,19,7,1.49,2.43
5,19,8,1.37,1.27
5,19,9,1.41,1.25
5,19,10,2.25,2.51
5,19,11,2.21,2.39
5,19,12,1.78,2.39
5,19,13,1.23,1.56
5,19,14,2.05,1.82
5,19,15,2.12,2.13
5,19,16,2.44,2.8
5,19,17,1.7,2.76
5,19,18,1.43,2.76
