day,hour,station,avgStatN,avgStatS
3,3,1,1.04348,1
3,3,2,1.08696,1.08696
3,3,3,1,1
3,3,3,1,1
3,3,4,1.13043,1
3,3,5,1.34783,1.30435
3,3,6,1,1.13043
3,3,7,1,1.04348
3,3,8,1.13043,1
3,3,9,1.04348,1.04348
3,3,10,1.47826,1.43478
3,3,11,1.08696,1.13043
3,3,12,1.13043,1.04348
3,3,13,1.04348,1
3,3,14,1,1
3,3,15,1.08696,1.17391
3,3,16,1.47826,1.30435
3,3,17,1,1.13043
3,3,18,1.08696,1.04348
