day,hour,station,avgStatN,avgStatS
1,21,0,1.27273,1.20455
1,21,1,1.09091,1.11364
1,21,2,1.30682,1.35227
1,21,3,1.35227,1.26136
1,21,4,1.73864,1.64773
1,21,5,2.05682,2.25
1,21,6,1.57955,2.05682
1,21,7,1.51136,1.95455
1,21,8,1.22727,1.06818
1,21,9,1.20455,1.15909
1,21,10,1.95455,2
1,21,11,1.88636,1.90909
1,21,12,1.65909,1.72727
1,21,13,1.27273,1.14773
1,21,14,1.44318,1.30682
1,21,15,1.875,1.84091
1,21,16,2.29545,2.76136
1,21,17,1.93182,2.71591
1,21,18,1.68182,2.76136
