day,hour,station,avgStatN,avgStatS
2,23,0,1.15217,1.08696
2,23,1,1.21739,1
2,23,2,1.17391,1.26087
2,23,3,1.16304,1.1087
2,23,4,1.40217,1.3913
2,23,5,1.8587,1.98913
2,23,6,1.32609,1.75
2,23,7,1.04348,1.54348
2,23,8,1.26087,1.05435
2,23,9,1.17391,1.19565
2,23,10,1.82609,1.8913
2,23,11,1.45652,1.66304
2,23,12,1.48913,1.6413
2,23,13,1.06522,1.08696
2,23,14,1.19565,1.07609
2,23,15,1.6413,1.78261
2,23,16,1.91304,2.29348
2,23,17,1.21739,2.21739
2,23,18,1.31522,2.20652
