day,hour,station,avgStatN,avgStatS
1,6,0,1.69318,1.07955
1,6,1,1.64773,1
1,6,2,1.79545,1.26136
1,6,3,1.77273,1.22727
1,6,4,2.01136,1.45455
1,6,5,2.22727,2.17045
1,6,6,1.53409,2.05682
1,6,7,1.32955,1.81818
1,6,8,1.375,1.04545
1,6,9,1.29545,1.13636
1,6,10,1.875,1.60227
1,6,11,1.71591,1.44318
1,6,12,1.56818,1.26136
1,6,13,1.46591,1.11364
1,6,14,1.65909,1.05682
1,6,15,1.97727,1.38636
1,6,16,2.15909,1.72727
1,6,17,1.42045,1.23864
1,6,18,1.28409,1.06818
