day,hour,station,avgStatN,avgStatS
4,22,0,1.14,1.1
4,22,1,1.04,1
4,22,2,1.08,1.2
4,22,3,1.14,1.04
4,22,4,1.55,1.34
4,22,5,1.9,2.1
4,22,6,1.56,2.01
4,22,7,1,1.6
4,22,8,1.34,1.1
4,22,9,1.08,1.2
4,22,10,1.71,1.99
4,22,11,1.54,1.44
4,22,12,1.6,1.7
4,22,13,1.08,1.03
4,22,14,1.14,1.17
4,22,15,1.44,1.68
4,22,16,2.01,2.67
4,22,17,1.15,2.61
4,22,18,1.05,2.57
