day,hour,station,avgStatN,avgStatS
1,12,0,1.55682,1.13636
1,12,1,1.61364,1
1,12,2,1.78409,1.31818
1,12,3,1.78409,1.27273
1,12,4,2.21591,1.71591
1,12,5,2.31818,2.32955
1,12,6,1.17045,2.13636
1,12,7,1.19318,1.72727
1,12,8,1.31818,1.15909
1,12,9,1.36364,1.22727
1,12,10,2.14773,1.86364
1,12,11,1.97727,2.09091
1,12,12,1.59091,1.54545
1,12,13,1.43182,1.34091
1,12,14,1.80682,1.09091
1,12,15,2.11364,1.59091
1,12,16,2.35227,2.28409
1,12,17,1.43182,1.85227
1,12,18,1.34091,1.51136
