day,hour,station,avgStatN,avgStatS
3,1,1,1.07609,1
3,1,2,1.13043,1.16304
3,1,3,1.03261,1
3,1,3,1.03261,1
3,1,4,1.17391,1.04348
3,1,5,1.52174,1.52174
3,1,6,1.06522,1.23913
3,1,7,1,1.07609
3,1,8,1.17391,1
3,1,9,1.05435,1.04348
3,1,10,1.71739,1.66304
3,1,11,1.17391,1.29348
3,1,12,1.15217,1.09783
3,1,13,1.04348,1
3,1,14,1,1
3,1,15,1.22826,1.23913
3,1,16,1.57609,1.61957
3,1,17,1,1.32609
3,1,18,1.23913,1.25
