day,hour,station,avgStatN,avgStatS
2,13,0,1.41304,1.13043
2,13,1,1.61957,1
2,13,2,1.67391,1.32609
2,13,3,1.57609,1.3913
2,13,4,2.08696,1.73913
2,13,5,2.41304,2.54348
2,13,6,1.46739,2.51087
2,13,7,1.30435,2.20652
2,13,8,1.30435,1.15217
2,13,9,1.45652,1.17391
2,13,10,2.30435,2.06522
2,13,11,2.33696,2.06522
2,13,12,1.97826,1.95652
2,13,13,1.6087,1.21739
2,13,14,2.52174,1.21739
2,13,15,2.63043,1.70652
2,13,16,2.6413,2.46739
2,13,17,1.63043,2.16304
2,13,18,1.36957,1.92391
