day,hour,station,avgStatN,avgStatS
3,22,1,1.04348,1.04348
3,22,2,1.27174,1.32609
3,22,3,1.1087,1.06522
3,22,3,1.1087,1.06522
3,22,4,1.44565,1.25
3,22,5,1.97826,2.07609
3,22,6,1.43478,2.02174
3,22,7,1.15217,1.70652
3,22,8,1.17391,1.05435
3,22,9,1.1087,1.26087
3,22,10,1.91304,2.04348
3,22,11,1.45652,1.58696
3,22,12,1.5,1.77174
3,22,13,1.13043,1.09783
3,22,14,1.19565,1.15217
3,22,15,1.48913,1.84783
3,22,16,1.95652,2.75
3,22,17,1.18478,2.66304
3,22,18,1.17391,2.67391
