day,hour,station,avgStatN,avgStatS
5,5,0,1.16,1.08
5,5,1,1.04,1
5,5,2,1.06,1.08
5,5,3,1.02,1.04
5,5,4,1.14,1.07
5,5,5,1.44,1.52
5,5,6,1.1134,1.32
5,5,7,1.17,1.17
5,5,8,1.22,1.04
5,5,9,1.13,1.04
5,5,10,1.62,1.54
5,5,11,1.2,1.19
5,5,12,1.13,1.04
5,5,13,1.17,1.12
5,5,14,1.16,1.08
5,5,15,1.18,1.17
5,5,16,1.41,1.39
5,5,17,1.13,1.23
5,5,18,1.05,1.12
