day,hour,station,avgStatN,avgStatS
6,4,0,1.12,1.12
6,4,1,1.04,1
6,4,2,1.08,1.08
6,4,3,1.04,1.04
6,4,4,1.04,1.04
6,4,5,1.41,1.48
6,4,6,1,1.13
6,4,7,1.07,1.12
6,4,8,1.24,1
6,4,9,1.04,1
6,4,10,1.48,1.57
6,4,11,1.23,1.07
6,4,12,1.04,1
6,4,13,1.1,1
6,4,14,1.04,1
6,4,15,1.2,1.28
6,4,16,1.43,1.52
6,4,17,1.04,1.21
6,4,18,1.12,1.16
