day,hour,station,avgStatN,avgStatS
5,18,0,1.28866,1.20619
5,18,1,1.45361,1.12371
5,18,2,1.89691,1.28866
5,18,3,2.24742,1.08247
5,18,4,2.68041,1.95876
5,18,5,2.72165,2.69072
5,18,6,1.63918,2.54639
5,18,7,1.58763,2.46392
5,18,8,1.37113,1.2268
5,18,9,1.41237,1.24742
5,18,10,2.23711,2.45361
5,18,11,2.19588,2.30928
5,18,12,1.81443,2.35051
5,18,13,1.16495,1.45361
5,18,14,1.98969,1.69072
5,18,15,2.04124,2.1134
5,18,16,2.29897,2.79381
5,18,17,1.42268,2.74227
5,18,18,1.26804,2.74227
