day,hour,station,avgStatN,avgStatS
4,10,0,1.40816,1.08163
4,10,1,1.5,1
4,10,2,1.46939,1.18367
4,10,3,1.31633,1.16326
4,10,4,1.78571,1.4898
4,10,5,1.9898,2.17347
4,10,6,1.22449,1.93878
4,10,7,1.22449,1.41837
4,10,8,1.43878,1.06122
4,10,9,1.2449,1.20408
4,10,10,1.96939,1.64286
4,10,11,2.09184,1.56122
4,10,12,1.36735,1.42857
4,10,13,1.70408,1.08163
4,10,14,2.67347,1.19388
4,10,15,2.73469,1.70408
4,10,16,2.7551,2.45918
4,10,17,1.87755,2.16326
4,10,18,1.47959,1.80612
