day,hour,station,avgStatN,avgStatS
1,0,0,1.18182,1.04545
1,0,1,1,1
1,0,2,1.14773,1.14773
1,0,3,1.04545,1.13636
1,0,4,1.04545,1
1,0,5,1.5,1.54545
1,0,6,1.18182,1.27273
1,0,7,1.125,1.17045
1,0,8,1.26136,1
1,0,9,1,1.13636
1,0,10,1.72727,1.68182
1,0,11,1.18182,1.21591
1,0,12,1.18182,1.13636
1,0,13,1,1
1,0,14,1.04545,1
1,0,15,1.27273,1.31818
1,0,16,1.77273,1.72727
1,0,17,1,1.07955
1,0,18,1.13636,1
