day,hour,station,avgStatN,avgStatS
5,22,0,1.16,1.18
5,22,1,1.05,1.12
5,22,2,1.26,1.24
5,22,3,1.21,1.03
5,22,4,1.5,1.42
5,22,5,1.95,2.35
5,22,6,1.45,2.34
5,22,7,1.17,1.96
5,22,8,1.28,1.06
5,22,9,1.24,1.12
5,22,10,1.88,2.26
5,22,11,1.54,2.02
5,22,12,1.46,1.89
5,22,13,1.02,1.2
5,22,14,1.12,1.32
5,22,15,1.46,1.84
5,22,16,1.95,2.7
5,22,17,1.28,2.59
5,22,18,1.29,2.57
